plot_id,sample_id,lon,lat,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,Crop/ or not,Confidence level
139241677,540532599,29.53601442,-1.288748566,FALSE,2021-03-07 3:49,43.2 secs,Planet Monthly Mosaics,,POINT(29.536014416 -1.288748566),Cropland,fairly confident
139241678,540532600,29.01596736,-1.65750985,FALSE,2021-03-07 3:49,36.8 secs,Mapbox Satellite,,POINT(29.015967363 -1.65750985),Cropland,slightly confident
139241679,540532601,30.58598999,-2.76314127,FALSE,2021-03-07 3:50,45.5 secs,Planet Monthly Mosaics,,POINT(30.585989991 -2.76314127),Non-crop,slightly confident
139241680,540532602,30.85481701,-2.448025959,FALSE,2021-03-07 3:50,18.2 secs,Planet Monthly Mosaics,,POINT(30.854817008 -2.448025959),Cropland,fairly confident
139241681,540532603,28.96162704,-2.388887456,FALSE,2021-03-07 3:50,6.8 secs,Planet Monthly Mosaics,,POINT(28.961627038 -2.388887456),Non-crop,completely confident
139241682,540532604,28.58753297,-2.078891998,FALSE,2021-03-07 3:51,17.7 secs,Planet Monthly Mosaics,,POINT(28.587532969 -2.078891998),Non-crop,completely confident
139241683,540532605,29.95600465,-1.706798359,FALSE,2021-03-07 3:51,21.7 secs,Planet Monthly Mosaics,,POINT(29.956004646 -1.706798359),Non-crop,slightly confident
139241684,540532606,29.74744684,-2.076019278,FALSE,2021-03-07 3:51,6.4 secs,Planet Monthly Mosaics,,POINT(29.747446836 -2.076019278),Non-crop,slightly confident
139241685,540532607,29.74385357,-1.549949343,FALSE,2021-03-07 3:51,5.3 secs,Planet Monthly Mosaics,,POINT(29.743853574 -1.549949343),Non-crop,slightly confident
139241686,540532608,29.43092703,-0.975883513,FALSE,2021-03-07 3:51,11.6 secs,Planet Monthly Mosaics,,POINT(29.430927027 -0.975883513),Cropland,fairly confident
139241687,540532609,29.79621761,-2.232641219,FALSE,2021-03-07 3:52,33.8 secs,Planet Monthly Mosaics,,POINT(29.796217606 -2.232641219),Cropland,fairly confident
139241688,540532610,28.69657295,-2.449102953,FALSE,2021-03-07 3:53,60.7 secs,Planet Monthly Mosaics,,POINT(28.696572945 -2.449102953),Non-crop,completely confident
139241689,540532611,29.38269525,-1.394705196,FALSE,2021-03-07 3:53,19.7 secs,Planet Monthly Mosaics,,POINT(29.382695246 -1.394705196),Non-crop,fairly confident
139241690,540532612,28.80543326,-0.868115149,FALSE,2021-03-07 3:54,6.4 secs,Planet Monthly Mosaics,,POINT(28.805433258 -0.868115149),Non-crop,completely confident
139241691,540532613,28.43798672,-3.022115532,FALSE,2021-03-07 3:54,17.3 secs,Planet Monthly Mosaics,,POINT(28.437986723 -3.022115532),Non-crop,slightly confident
139241692,540532614,30.9025098,-1.448849182,FALSE,2021-03-07 3:56,154.2 secs,Mapbox Satellite,,POINT(30.9025098 -1.448849182),Non-crop,slightly confident
139241693,540532615,29.74978246,-2.442102476,FALSE,2021-03-07 3:57,22.7 secs,Mapbox Satellite,,POINT(29.749782455 -2.442102476),Non-crop,fairly confident
139241694,540532616,30.37563555,-1.815966376,FALSE,2021-03-07 3:57,10.3 secs,Mapbox Satellite,,POINT(30.37563555 -1.815966376),Cropland,fairly confident
139241695,540532617,31.00723786,-0.923167397,FALSE,2021-03-07 3:57,26.9 secs,Mapbox Satellite,,POINT(31.007237863 -0.923167397),Cropland,fairly confident
139241696,540532618,30.43015554,-2.394272653,FALSE,2021-03-07 3:58,14.7 secs,Planet Monthly Mosaics,,POINT(30.430155538 -2.394272653),Non-crop,fairly confident
139241697,540532619,30.95523316,-2.026561571,FALSE,2021-03-07 3:58,18.3 secs,Planet Monthly Mosaics,,POINT(30.955233157 -2.026561571),Non-crop,fairly confident
139241698,540532620,30.01286025,-2.444435972,FALSE,2021-03-07 3:58,17.9 secs,Planet Monthly Mosaics,,POINT(30.012860254 -2.444435972),Cropland,slightly confident
139241699,540532621,29.48293173,-2.70886289,FALSE,2021-03-07 3:59,67.4 secs,Mapbox Satellite,,POINT(29.482931732 -2.70886289),Non-crop,slightly confident
139241700,540532622,29.37928165,-1.549051356,FALSE,2021-03-07 4:00,22.1 secs,Mapbox Satellite,,POINT(29.379281648 -1.549051356),Cropland,completely confident
139241701,540532623,30.32309186,-2.020636387,FALSE,2021-03-07 4:00,13.1 secs,Mapbox Satellite,,POINT(30.323091856 -2.020636387),Cropland,completely confident
139241702,540532624,28.85061077,-2.023509206,FALSE,2021-03-07 4:01,42.9 secs,Planet Monthly Mosaics,,POINT(28.850610768 -2.023509206),Non-crop,fairly confident
139241703,540532625,30.59173921,-2.598145143,FALSE,2021-03-07 4:03,111.1 secs,Planet Monthly Mosaics,,POINT(30.591739209 -2.598145143),Non-crop,slightly confident
139241704,540532626,30.85320004,-1.394345977,FALSE,2021-03-07 4:05,176.0 secs,Planet Monthly Mosaics,,POINT(30.85320004 -1.394345977),Cropland,fairly confident
139241705,540532627,28.53642658,-1.92045919,FALSE,2021-03-07 4:06,6.1 secs,Planet Monthly Mosaics,,POINT(28.536426579 -1.92045919),Non-crop,completely confident
139241706,540532628,29.33051088,-2.549423572,FALSE,2021-03-07 4:06,5.8 secs,Planet Monthly Mosaics,,POINT(29.330510878 -2.549423572),Non-crop,completely confident
139241707,540532629,28.75109293,-1.182607902,FALSE,2021-03-07 4:06,5.2 secs,Planet Monthly Mosaics,,POINT(28.751092933 -1.182607902),Non-crop,completely confident
139241708,540532630,28.43151885,-2.39193907,FALSE,2021-03-07 4:06,5.5 secs,Planet Monthly Mosaics,,POINT(28.431518853 -2.39193907),Non-crop,completely confident
139241709,540532631,28.53858254,-1.656971087,FALSE,2021-03-07 4:06,4.2 secs,Planet Monthly Mosaics,,POINT(28.538582536 -1.656971087),Non-crop,completely confident
139241710,540532632,29.90705421,-0.765733126,FALSE,2021-03-07 4:07,46.6 secs,Planet Monthly Mosaics,,POINT(29.907054213 -0.765733126),Cropland,fairly confident
139241711,540532633,29.11458688,-1.76632156,FALSE,2021-03-07 4:07,5.8 secs,Planet Monthly Mosaics,,POINT(29.114586882 -1.76632156),Non-crop,completely confident
139241712,540532634,29.74493155,-2.493340967,FALSE,2021-03-07 4:07,37.1 secs,Planet Monthly Mosaics,,POINT(29.744931553 -2.493340967),Non-crop,somewhat confident
139241713,540532635,29.79693626,-0.922448838,FALSE,2021-03-07 4:10,162.3 secs,Mapbox Satellite,,POINT(29.796936258 -0.922448838),Non-crop,fairly confident
139241714,540532636,28.90998166,-2.602273138,FALSE,2021-03-07 4:11,29.7 secs,Mapbox Satellite,,POINT(28.909981658 -2.602273138),Cropland,fairly confident
139241715,540532637,29.06869072,-2.393016109,FALSE,2021-03-07 4:11,14.2 secs,Planet Monthly Mosaics,,POINT(29.06869072 -2.393016109),Cropland,slightly confident
139241716,540532638,30.95810777,-2.550500483,FALSE,2021-03-07 4:11,5.0 secs,Planet Monthly Mosaics,,POINT(30.958107766 -2.550500483),Non-crop,completely confident
139241717,540532639,29.38017996,-1.179913529,FALSE,2021-03-07 4:11,23.1 secs,Mapbox Satellite,,POINT(29.380179963 -1.179913529),Non-crop,fairly confident
139241718,540532640,29.8521749,-2.28406696,FALSE,2021-03-07 4:12,24.2 secs,Mapbox Satellite,,POINT(29.852174899 -2.28406696),Cropland,completely confident
139241719,540532641,28.8572583,-1.654995618,FALSE,2021-03-07 4:12,35.0 secs,Mapbox Satellite,,POINT(28.857258301 -1.654995618),Cropland,slightly confident
139241720,540532642,28.4862185,-1.232804822,FALSE,2021-03-07 4:12,5.0 secs,Mapbox Satellite,,POINT(28.486218504 -1.232804822),Non-crop,completely confident
139241721,540532643,28.7998637,-2.291606794,FALSE,2021-03-07 4:13,14.0 secs,Mapbox Satellite,,POINT(28.799863704 -2.291606794),Non-crop,fairly confident
139241722,540532644,29.06815173,-2.599401491,FALSE,2021-03-07 4:13,8.4 secs,Mapbox Satellite,,POINT(29.068151731 -2.599401491),Non-crop,slightly confident
139241723,540532645,29.16569327,-2.757757633,FALSE,2021-03-07 4:13,23.7 secs,Planet Monthly Mosaics,,POINT(29.165693272 -2.757757633),Cropland,slightly confident
139241724,540532646,29.16623226,-2.497648791,FALSE,2021-03-07 4:13,11.8 secs,Mapbox Satellite,,POINT(29.166232261 -2.497648791),Non-crop,completely confident
139241725,540532647,28.64546656,-1.185481897,FALSE,2021-03-07 4:13,4.4 secs,Mapbox Satellite,,POINT(28.645466555 -1.185481897),Non-crop,completely confident
139241726,540532648,29.22434551,-2.077096549,FALSE,2021-03-07 4:14,35.2 secs,Mapbox Satellite,,POINT(29.22434551 -2.077096549),Non-crop,completely confident
139241727,540532649,29.43182534,-1.497424228,FALSE,2021-03-07 4:14,4.4 secs,Mapbox Satellite,,POINT(29.431825342 -1.497424228),Non-crop,completely confident
139241728,540532650,28.8538447,-1.442562977,FALSE,2021-03-07 4:15,21.6 secs,Mapbox Satellite,,POINT(28.853844703 -1.442562977),Non-crop,slightly confident
139241729,540532651,30.00765003,-1.870278585,FALSE,2021-03-07 4:15,9.4 secs,Mapbox Satellite,,POINT(30.007650025 -1.870278585),Non-crop,fairly confident
139241730,540532652,29.38125794,-2.393554628,FALSE,2021-03-07 4:15,7.0 secs,Mapbox Satellite,,POINT(29.381257941 -2.393554628),Cropland,completely confident
139241731,540532653,28.64115464,-2.233718379,FALSE,2021-03-07 4:15,4.3 secs,Mapbox Satellite,,POINT(28.641154642 -2.233718379),Non-crop,completely confident
139241732,540532654,29.22362686,-3.026062616,FALSE,2021-03-07 4:15,11.7 secs,Mapbox Satellite,,POINT(29.223626858 -3.026062616),Cropland,completely confident
139241733,540532655,30.5888646,-1.969381422,FALSE,2021-03-07 4:16,26.2 secs,Planet Monthly Mosaics,,POINT(30.5888646 -1.969381422),Cropland,slightly confident
139241734,540532656,30.59173921,-1.029676607,FALSE,2021-03-07 4:16,7.3 secs,Planet Monthly Mosaics,,POINT(30.591739209 -1.029676607),Cropland,fairly confident
139241735,540532657,29.32979223,-1.862916309,FALSE,2021-03-07 5:07,3099.3 secs,Mapbox Satellite,,POINT(29.329792225 -1.862916309),Non-crop,slightly confident
139241736,540532658,30.64320493,-0.815936417,FALSE,2021-03-07 5:10,165.2 secs,Planet Monthly Mosaics,,POINT(30.643204925 -0.815936417),Non-crop,slightly confident
139241737,540532659,30.84924745,-1.765064516,FALSE,2021-03-07 6:00,3015.6 secs,Mapbox Satellite,,POINT(30.849247453 -1.765064516),Non-crop,fairly confident
139241738,540532660,28.54163681,-2.283169358,FALSE,2021-03-07 6:01,15.8 secs,Mapbox Satellite,,POINT(28.541636807 -2.283169358),Non-crop,fairly confident
139241739,540532661,28.64870049,-1.447951154,FALSE,2021-03-07 6:01,4.4 secs,Mapbox Satellite,,POINT(28.64870049 -1.447951154),Non-crop,completely confident
139241740,540532662,29.22560315,-2.862898067,FALSE,2021-03-07 6:01,20.6 secs,Mapbox Satellite,,POINT(29.225603152 -2.862898067),Non-crop,fairly confident
139241741,540532663,29.54176363,-1.919740941,FALSE,2021-03-07 6:02,66.2 secs,Planet Monthly Mosaics,,POINT(29.541763634 -1.919740941),Non-crop,slightly confident
139241742,540532664,29.38395289,-1.869380749,FALSE,2021-03-07 6:03,27.8 secs,Mapbox Satellite,,POINT(29.383952887 -1.869380749),Non-crop,fairly confident
139241743,540532665,30.79814106,-2.396426726,FALSE,2021-03-07 6:03,50.9 secs,Planet Monthly Mosaics,,POINT(30.798141063 -2.396426726),Non-crop,fairly confident
139241744,540532666,29.59197171,-0.815577127,FALSE,2021-03-07 6:04,20.0 secs,Mapbox Satellite,,POINT(29.591971709 -0.815577127),Non-crop,fairly confident
139241745,540532667,28.85510234,-2.551038939,FALSE,2021-03-07 6:04,28.8 secs,Planet Monthly Mosaics,,POINT(28.855102344 -2.551038939),Cropland,fairly confident
139241746,540532668,29.48400971,-1.03111368,FALSE,2021-03-07 6:05,14.6 secs,Mapbox Satellite,,POINT(29.484009711 -1.03111368),Non-crop,completely confident
139241747,540532669,30.58706797,-2.445512969,FALSE,2021-03-07 6:05,46.0 secs,Planet Monthly Mosaics,,POINT(30.58706797 -2.445512969),Non-crop,fairly confident
139241748,540532670,29.53349913,-2.755783626,FALSE,2021-03-07 6:08,162.0 secs,Mapbox Satellite,,POINT(29.533499133 -2.755783626),Non-crop,fairly confident
139241749,540532671,29.38233592,-2.548346661,FALSE,2021-03-07 6:08,4.3 secs,Mapbox Satellite,,POINT(29.38233592 -2.548346661),Non-crop,completely confident
139241750,540532672,28.48370322,-1.450465632,FALSE,2021-03-07 6:08,3.6 secs,Mapbox Satellite,,POINT(28.483703221 -1.450465632),Non-crop,completely confident
139241751,540532673,29.42895073,-1.395603245,FALSE,2021-03-07 6:08,9.8 secs,Mapbox Satellite,,POINT(29.428950733 -1.395603245),Non-crop,fairly confident
139241752,540532674,29.16731024,-2.290888716,FALSE,2021-03-07 6:08,12.5 secs,Mapbox Satellite,,POINT(29.167310239 -2.290888716),Cropland,somewhat confident
139241753,540532675,29.17162215,-2.497110313,FALSE,2021-03-07 6:09,4.3 secs,Mapbox Satellite,,POINT(29.171622153 -2.497110313),Non-crop,completely confident
139241754,540532676,29.84965962,-2.183009006,FALSE,2021-03-07 6:09,4.5 secs,Mapbox Satellite,,POINT(29.849659616 -2.183009006),Cropland,fairly confident
139241755,540532677,29.80340413,-2.289991119,FALSE,2021-03-07 6:09,6.5 secs,Mapbox Satellite,,POINT(29.803404128 -2.289991119),Cropland,slightly confident
139241756,540532678,30.06594294,-2.02422741,FALSE,2021-03-07 6:09,27.3 secs,Mapbox Satellite,,POINT(30.065942938 -2.02422741),Cropland,fairly confident
139241757,540532679,28.69801025,-1.188535514,FALSE,2021-03-07 6:09,7.7 secs,Mapbox Satellite,,POINT(28.69801025 -1.188535514),Non-crop,completely confident
139241758,540532680,30.32416983,-2.392836603,FALSE,2021-03-07 6:10,13.5 secs,Mapbox Satellite,,POINT(30.324169834 -2.392836603),Non-crop,completely confident
139241759,540532681,30.85427802,-1.503351076,FALSE,2021-03-07 6:10,22.3 secs,Mapbox Satellite,,POINT(30.854278019 -1.503351076),Cropland,completely confident
139241760,540532682,29.42984905,-0.866678009,FALSE,2021-03-07 6:11,44.1 secs,Mapbox Satellite,,POINT(29.429849049 -0.866678009),Non-crop,slightly confident
139241761,540532683,29.06096521,-2.290350158,FALSE,2021-03-07 6:11,8.5 secs,Mapbox Satellite,,POINT(29.060965209 -2.290350158),Non-crop,completely confident
139241762,540532684,28.48406255,-1.761293378,FALSE,2021-03-07 6:11,7.1 secs,Mapbox Satellite,,POINT(28.484062547 -1.761293378),Non-crop,completely confident
139241763,540532685,28.80597225,-2.023329655,FALSE,2021-03-07 6:11,16.2 secs,Mapbox Satellite,,POINT(28.805972248 -2.023329655),Non-crop,fairly confident
139241764,540532686,28.85258706,-1.451004449,FALSE,2021-03-07 6:12,16.3 secs,Mapbox Satellite,,POINT(28.852587061 -1.451004449),Non-crop,slightly confident
139241765,540532687,30.95954507,-1.290365124,FALSE,2021-03-07 6:12,12.0 secs,Mapbox Satellite,,POINT(30.959545071 -1.290365124),Cropland,slightly confident
139241766,540532688,29.5385297,-1.713622514,FALSE,2021-03-07 6:12,10.2 secs,Mapbox Satellite,,POINT(29.538529699 -1.713622514),Non-crop,slightly confident
139241767,540532689,28.70016621,-1.391651827,FALSE,2021-03-07 6:12,25.7 secs,Mapbox Satellite,,POINT(28.700166206 -1.391651827),Non-crop,fairly confident
139241768,540532690,29.58676148,-1.869021614,FALSE,2021-03-07 6:13,43.2 secs,Mapbox Satellite,,POINT(29.58676148 -1.869021614),Non-crop,fairly confident
139241769,540532691,29.64235945,-2.811495439,FALSE,2021-03-07 6:13,8.1 secs,Mapbox Satellite,,POINT(29.642359447 -2.811495439),Cropland,fairly confident
139241770,540532692,30.38012713,-2.553910695,FALSE,2021-03-07 6:13,14.2 secs,Mapbox Satellite,,POINT(30.380127127 -2.553910695),Non-crop,slightly confident
139241771,540532693,29.85127658,-1.287850478,FALSE,2021-03-07 6:14,12.0 secs,Mapbox Satellite,,POINT(29.851276583 -1.287850478),Non-crop,fairly confident
139241772,540532694,29.12141408,-0.8704505,FALSE,2021-03-07 6:14,10.4 secs,Mapbox Satellite,,POINT(29.121414078 -0.8704505),Non-crop,slightly confident
139241773,540532695,28.74947597,-2.23515459,FALSE,2021-03-07 6:14,11.9 secs,Mapbox Satellite,,POINT(28.749475966 -2.23515459),Non-crop,completely confident
139241774,540532696,29.6950828,-1.232984444,FALSE,2021-03-07 6:14,11.2 secs,Mapbox Satellite,,POINT(29.695082804 -1.232984444),Cropland,fairly confident
139241775,540532697,30.32470882,-2.493699952,FALSE,2021-03-07 6:14,11.8 secs,Mapbox Satellite,,POINT(30.324708823 -2.493699952),Cropland,completely confident
139241776,540532698,28.54199613,-3.021577293,FALSE,2021-03-07 6:14,4.6 secs,Mapbox Satellite,,POINT(28.541996134 -3.021577293),Non-crop,completely confident
139241777,540532699,29.53799071,-2.340517238,FALSE,2021-03-07 6:15,15.4 secs,Mapbox Satellite,,POINT(29.53799071 -2.340517238),Non-crop,fairly confident
139241778,540532700,31.00741753,-3.019424331,FALSE,2021-03-07 6:15,18.7 secs,Mapbox Satellite,,POINT(31.007417526 -3.019424331),Non-crop,fairly confident
139241779,540532701,28.43259683,-1.49562821,FALSE,2021-03-07 6:15,6.8 secs,Mapbox Satellite,,POINT(28.432596831 -1.49562821),Non-crop,completely confident
139241780,540532702,30.53578192,-1.024826485,FALSE,2021-03-07 6:16,21.3 secs,Mapbox Satellite,,POINT(30.535781916 -1.024826485),Non-crop,slightly confident
139241781,540532703,30.74829231,-1.337865755,FALSE,2021-03-07 6:16,27.3 secs,Mapbox Satellite,,POINT(30.748292314 -1.337865755),Non-crop,slightly confident
139241782,540532704,29.37640704,-2.129784379,FALSE,2021-03-07 6:16,9.0 secs,Mapbox Satellite,,POINT(29.376407039 -2.129784379),Non-crop,slightly confident
139241783,540532705,30.74919063,-1.759318017,FALSE,2021-03-07 6:17,49.3 secs,Mapbox Satellite,,POINT(30.74919063 -1.759318017),Cropland,fairly confident
139241784,540532706,29.01201478,-1.554439271,FALSE,2021-03-07 6:17,16.6 secs,Mapbox Satellite,,POINT(29.012014775 -1.554439271),Cropland,fairly confident
139241785,540532707,30.05911574,-1.920997876,FALSE,2021-03-07 6:17,9.9 secs,Mapbox Satellite,,POINT(30.059115742 -1.920997876),Non-crop,slightly confident
139241786,540532708,30.11363573,-1.289826271,FALSE,2021-03-07 6:18,9.6 secs,Mapbox Satellite,,POINT(30.11363573 -1.289826271),Cropland,slightly confident
139241787,540532709,30.59120022,-1.653738501,FALSE,2021-03-07 6:18,5.4 secs,Mapbox Satellite,,POINT(30.59120022 -1.653738501),Cropland,completely confident
139241788,540532710,29.90166432,-2.546013349,FALSE,2021-03-07 6:18,12.8 secs,Mapbox Satellite,,POINT(29.901664321 -2.546013349),Cropland,fairly confident
139241789,540532711,28.85348538,-2.973770345,FALSE,2021-03-07 6:18,19.6 secs,Mapbox Satellite,,POINT(28.853485377 -2.973770345),Non-crop,fairly confident
139241790,540532712,29.95977757,-2.659068826,FALSE,2021-03-07 6:19,32.4 secs,Mapbox Satellite,,POINT(29.95977757 -2.659068826),Cropland,slightly confident
139241791,540532713,29.43020838,-1.969022308,FALSE,2021-03-07 6:19,24.2 secs,Mapbox Satellite,,POINT(29.430208375 -1.969022308),Cropland,slightly confident
139241792,540532714,28.74678102,-0.867755864,FALSE,2021-03-07 6:19,7.9 secs,Mapbox Satellite,,POINT(28.74678102 -0.867755864),Non-crop,completely confident
139241793,540532715,30.06684125,-1.555516852,FALSE,2021-03-07 6:20,14.1 secs,Mapbox Satellite,,POINT(30.066841253 -1.555516852),Non-crop,completely confident
139241794,540532716,30.58670864,-0.976422424,FALSE,2021-03-07 6:20,12.4 secs,Mapbox Satellite,,POINT(30.586708644 -0.976422424),Non-crop,slightly confident
139241795,540532717,29.37622738,-2.868640095,FALSE,2021-03-07 6:20,11.9 secs,Mapbox Satellite,,POINT(29.376227376 -2.868640095),Non-crop,slightly confident
139241796,540532718,29.95959791,-1.601754783,FALSE,2021-03-07 6:20,15.2 secs,Mapbox Satellite,,POINT(29.959597907 -1.601754783),Cropland,fairly confident
139241797,540532719,29.22506416,-1.654456854,FALSE,2021-03-07 6:20,8.5 secs,Mapbox Satellite,,POINT(29.225064162 -1.654456854),Non-crop,completely confident
139241798,540532720,30.53506326,-2.969105386,FALSE,2021-03-07 6:21,26.0 secs,Mapbox Satellite,,POINT(30.535063264 -2.969105386),Non-crop,slightly confident
139241799,540532721,29.01560804,-1.022491238,FALSE,2021-03-07 6:25,241.4 secs,Mapbox Satellite,,POINT(29.015608037 -1.022491238),Non-crop,slightly confident
139241800,540532722,28.53732489,-2.652069492,FALSE,2021-03-07 6:33,482.4 secs,Mapbox Satellite,,POINT(28.537324894 -2.652069492),Cropland,fairly confident
139241801,540532723,29.9075932,-2.285682642,FALSE,2021-03-07 6:36,166.4 secs,Planet Monthly Mosaics,,POINT(29.907593202 -2.285682642),Cropland,completely confident
139241802,540532724,30.26964985,-0.764116303,FALSE,2021-03-07 6:36,46.4 secs,Mapbox Satellite,,POINT(30.269649846 -0.764116303),Cropland,slightly confident
139241803,540532725,29.16856788,-2.757937088,FALSE,2021-03-07 6:38,98.1 secs,Mapbox Satellite,,POINT(29.168567881 -2.757937088),Non-crop,slightly confident
139241804,540532726,30.33027838,-1.600677225,FALSE,2021-03-07 6:39,77.2 secs,Mapbox Satellite,,POINT(30.330278378 -1.600677225),Cropland,fairly confident
139241805,540532727,28.70142385,-0.924245235,FALSE,2021-03-07 6:40,9.5 secs,Mapbox Satellite,,POINT(28.701423848 -0.924245235),Non-crop,completely confident
139241806,540532728,29.48221308,-1.812195343,FALSE,2021-03-07 6:40,39.9 secs,Mapbox Satellite,,POINT(29.48221308 -1.812195343),Non-crop,fairly confident
139241807,540532729,29.6922082,-1.083468794,FALSE,2021-03-07 6:41,20.2 secs,Mapbox Satellite,,POINT(29.692208195 -1.083468794),Non-crop,completely confident
139241808,540532730,30.06019372,-1.024826485,FALSE,2021-03-07 6:41,30.4 secs,Mapbox Satellite,,POINT(30.06019372 -1.024826485),Non-crop,fairly confident
139241809,540532731,30.27342277,-1.129356397,FALSE,2021-03-07 6:41,23.6 secs,Mapbox Satellite,,POINT(30.27342277 -1.129356397),Cropland,completely confident
139241810,540532732,29.63840686,-1.08275027,FALSE,2021-03-08 0:59,65832.4 secs,Mapbox Satellite,,POINT(29.638406859 -1.08275027),Non-crop,somewhat confident
139241811,540532733,30.69017907,-1.027700632,FALSE,2021-03-08 0:59,31.8 secs,Planet Monthly Mosaics,,POINT(30.690179065 -1.027700632),Non-crop,fairly confident
139241812,540532734,29.96247252,-1.237474976,FALSE,2021-03-08 0:59,13.8 secs,Mapbox Satellite,,POINT(29.962472516 -1.237474976),Cropland,completely confident
139241813,540532735,28.53498927,-2.132477461,FALSE,2021-03-08 1:00,6.4 secs,Mapbox Satellite,,POINT(28.534989274 -2.132477461),Non-crop,completely confident
139241814,540532736,28.43133919,-2.446051467,FALSE,2021-03-08 1:00,6.6 secs,Mapbox Satellite,,POINT(28.43133919 -2.446051467),Non-crop,completely confident
139241815,540532737,29.54086532,-1.344511467,FALSE,2021-03-08 1:00,16.5 secs,Planet Monthly Mosaics,,POINT(29.540865319 -1.344511467),Non-crop,completely confident
139241816,540532738,29.48580634,-1.136182259,FALSE,2021-03-08 1:03,213.6 secs,Planet Monthly Mosaics,,POINT(29.485806341 -1.136182259),Non-crop,fairly confident
139241817,540532739,29.32871425,-1.078259492,FALSE,2021-03-08 1:04,30.7 secs,Mapbox Satellite,,POINT(29.328714247 -1.078259492),Non-crop,fairly confident
139241818,540532740,30.17138965,-1.498501838,FALSE,2021-03-08 1:05,56.8 secs,Planet Monthly Mosaics,,POINT(30.171389653 -1.498501838),Non-crop,fairly confident
139241819,540532741,30.69808424,-2.28909352,FALSE,2021-03-08 1:06,41.0 secs,Planet Monthly Mosaics,,POINT(30.69808424 -2.28909352),Non-crop,slightly confident
139241820,540532742,29.8016075,-2.288734481,FALSE,2021-03-08 1:06,22.6 secs,Planet Monthly Mosaics,,POINT(29.801607498 -2.288734481),Non-crop,fairly confident
139241821,540532743,30.63997099,-2.17780255,FALSE,2021-03-08 1:06,13.4 secs,Planet Monthly Mosaics,,POINT(30.63997099 -2.17780255),Non-crop,fairly confident
139241822,540532744,29.69202853,-1.237474976,FALSE,2021-03-08 1:06,12.2 secs,Mapbox Satellite,,POINT(29.692028532 -1.237474976),Non-crop,completely confident
139241823,540532745,30.37851016,-1.393088707,FALSE,2021-03-08 1:07,8.4 secs,Mapbox Satellite,,POINT(30.378510159 -1.393088707),Cropland,fairly confident
139241824,540532746,29.74942313,-2.757398723,FALSE,2021-03-08 1:21,859.0 secs,Planet Monthly Mosaics,,POINT(29.749423129 -2.757398723),Cropland,slightly confident
139241825,540532747,28.58807196,-2.598863056,FALSE,2021-03-08 1:21,18.1 secs,Mapbox Satellite,,POINT(28.588071958 -2.598863056),Non-crop,fairly confident
139241826,540532748,30.58419336,-2.237308905,FALSE,2021-03-08 1:22,24.7 secs,Planet Monthly Mosaics,,POINT(30.584193361 -2.237308905),Cropland,fairly confident
139241827,540532749,29.4879623,-1.869021614,FALSE,2021-03-08 1:45,1419.0 secs,Planet Monthly Mosaics,,POINT(29.487962298 -1.869021614),Non-crop,slightly confident
139241828,540532750,28.85671931,-1.188715138,FALSE,2021-03-08 14:27,45732.0 secs,Mapbox Satellite,,POINT(28.856719312 -1.188715138),Non-crop,fairly confident
139241829,540532751,28.90387311,-1.182069028,FALSE,2021-03-08 14:28,12.5 secs,Mapbox Satellite,,POINT(28.903873114 -1.182069028),Non-crop,fairly confident
139241830,540532752,28.85204807,-1.500297854,FALSE,2021-03-08 14:28,6.3 secs,Mapbox Satellite,,POINT(28.852048072 -1.500297854),Cropland,fairly confident
139241831,540532753,29.16551361,-1.920638752,FALSE,2021-03-08 14:28,6.2 secs,Mapbox Satellite,,POINT(29.165513609 -1.920638752),Non-crop,completely confident
139241832,540532754,30.11776798,-1.867225938,FALSE,2021-03-08 14:28,8.9 secs,Mapbox Satellite,,POINT(30.11776798 -1.867225938),Cropland,fairly confident
139241833,540532755,30.9599044,-1.391112997,FALSE,2021-03-08 17:10,9723.1 secs,Mapbox Satellite,,POINT(30.959904397 -1.391112997),Non-crop,fairly confident
139241834,540532756,28.75288956,-2.184804332,FALSE,2021-03-08 17:10,7.7 secs,Mapbox Satellite,,POINT(28.752889564 -2.184804332),Non-crop,completely confident
139241835,540532757,28.85743796,-1.288748566,FALSE,2021-03-08 17:10,4.7 secs,Mapbox Satellite,,POINT(28.857437964 -1.288748566),Cropland,fairly confident
139241836,540532758,30.79634443,-2.757039812,FALSE,2021-03-08 17:11,22.4 secs,Mapbox Satellite,,POINT(30.796344432 -2.757039812),Non-crop,slightly confident
139241837,540532759,30.53883619,-1.447951154,FALSE,2021-03-08 17:11,5.0 secs,Mapbox Satellite,,POINT(30.538836188 -1.447951154),Cropland,completely confident
139241838,540532760,28.9112393,-1.443281401,FALSE,2021-03-08 17:11,5.3 secs,Mapbox Satellite,,POINT(28.9112393 -1.443281401),Cropland,completely confident
139241839,540532761,30.27432109,-2.549603058,FALSE,2021-03-08 17:11,16.6 secs,Planet Monthly Mosaics,,POINT(30.274321085 -2.549603058),Cropland,fairly confident
139241840,540532762,29.33158886,-2.758834362,FALSE,2021-03-08 17:11,10.7 secs,Mapbox Satellite,,POINT(29.331588856 -2.758834362),Non-crop,completely confident
139241841,540532763,29.54212296,-1.239989671,FALSE,2021-03-08 17:12,22.0 secs,Mapbox Satellite,,POINT(29.54212296 -1.239989671),Non-crop,fairly confident
