plot_id,sample_id,lon,lat,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,Crop/ or not
139458122,547702283,30.47982462,-1.863993717,FALSE,2021-04-14 8:42,32.5 secs,Mapbox Satellite,,POINT(30.479824624 -1.863993717),Non-crop
139458123,547702284,29.42966939,-2.658171478,FALSE,2021-04-14 8:43,10.3 secs,Mapbox Satellite,,POINT(29.429669386 -2.658171478),Non-crop
139458124,547702286,29.11907846,-1.705182108,FALSE,2021-04-14 8:43,11.6 secs,Mapbox Satellite,,POINT(29.119078458 -1.705182108),Non-crop
139458125,547702288,28.85312605,-2.288375441,FALSE,2021-04-14 8:43,14.8 secs,Mapbox Satellite,,POINT(28.85312605 -2.288375441),Cropland
139458126,547702290,28.85330571,-1.339482281,FALSE,2021-04-14 8:43,8.1 secs,Mapbox Satellite,,POINT(28.853305713 -1.339482281),Non-crop
139458127,547702291,30.74613636,-2.757757633,FALSE,2021-04-14 8:44,44.1 secs,Mapbox Satellite,,POINT(30.746136358 -2.757757633),Non-crop
139458128,547702292,30.06576328,-1.291442829,FALSE,2021-04-14 8:44,7.8 secs,Mapbox Satellite,,POINT(30.065763275 -1.291442829),Cropland
139458129,547702293,29.38323424,-2.234795537,FALSE,2021-04-14 8:44,4.0 secs,Mapbox Satellite,,POINT(29.383234235 -2.234795537),Cropland
139458130,547702294,29.22578282,-1.917765755,FALSE,2021-04-14 8:45,13.3 secs,Mapbox Satellite,,POINT(29.225782815 -1.917765755),Non-crop
139458131,547702295,29.21913528,-0.819888602,FALSE,2021-04-14 8:45,3.5 secs,Mapbox Satellite,,POINT(29.219135281 -0.819888602),Cropland
139458132,547702296,30.801375,-1.393088707,FALSE,2021-04-14 8:45,9.6 secs,Mapbox Satellite,,POINT(30.801374998 -1.393088707),Non-crop
139458133,547702297,30.7459567,-0.865240869,FALSE,2021-04-14 8:46,56.0 secs,Mapbox Satellite,,POINT(30.745956695 -0.865240869),Non-crop
139458134,547702298,29.21895562,-2.96946423,FALSE,2021-04-14 8:46,2.7 secs,Mapbox Satellite,,POINT(29.218955618 -2.96946423),Cropland
139458135,547702299,28.43331548,-2.916630986,FALSE,2021-04-14 8:46,2.4 secs,Mapbox Satellite,,POINT(28.433315483 -2.916630986),Non-crop
139458136,547702300,28.64492757,-2.867025153,FALSE,2021-04-14 8:47,26.0 secs,Mapbox Satellite,,POINT(28.644927566 -2.867025153),Non-crop
139458136,547702301,28.6447198,-2.867015785,FALSE,2021-04-14 8:47,26.0 secs,Mapbox Satellite,,POINT(28.644719803 -2.867015785),Non-crop
139458136,547702302,28.64511418,-2.866921649,FALSE,2021-04-14 8:47,26.0 secs,Mapbox Satellite,,POINT(28.645114181 -2.866921649),Non-crop
139458137,547702303,29.01632669,-0.819888602,FALSE,2021-04-14 8:47,4.5 secs,Mapbox Satellite,,POINT(29.016326689 -0.819888602),Non-crop
139458138,547702304,30.95667046,-1.292520533,FALSE,2021-04-14 8:47,19.5 secs,Mapbox Satellite,,POINT(30.956670462 -1.292520533),Non-crop
139458139,547702305,29.85630715,-1.917586193,FALSE,2021-04-14 8:47,6.7 secs,Mapbox Satellite,,POINT(29.856307149 -1.917586193),Cropland
139458140,547702306,30.90340812,-1.974768121,FALSE,2021-04-14 8:47,2.7 secs,Mapbox Satellite,,POINT(30.903408115 -1.974768121),Non-crop
139458141,547702309,30.4288979,-1.600138446,FALSE,2021-04-14 8:48,18.5 secs,Mapbox Satellite,,POINT(30.428897897 -1.600138446),Cropland
139458142,547702310,29.48544702,-2.291606794,FALSE,2021-04-14 8:48,6.5 secs,Mapbox Satellite,,POINT(29.485447015 -2.291606794),Non-crop
139458143,547702311,30.90197081,-1.868662479,FALSE,2021-04-14 8:48,0.8 secs,Mapbox Satellite,,POINT(30.901970811 -1.868662479),Cropland
139458144,547702313,29.80106851,-2.759731636,FALSE,2021-04-14 8:48,4.4 secs,Mapbox Satellite,,POINT(29.801068508 -2.759731636),Non-crop
139458145,547702314,28.80507393,-3.022833185,FALSE,2021-04-14 8:48,1.6 secs,Mapbox Satellite,,POINT(28.805073932 -3.022833185),Non-crop
139458146,547702315,30.22267571,-2.026741121,FALSE,2021-04-14 8:48,5.2 secs,Mapbox Satellite,,POINT(30.222675706 -2.026741121),Cropland
139458147,547702318,30.54027349,-2.655479429,FALSE,2021-04-14 8:53,290.0 secs,Mapbox Satellite,,POINT(30.540273493 -2.655479429),Cropland
139458148,547702319,30.37779151,-1.077540967,FALSE,2021-04-14 8:53,7.3 secs,Mapbox Satellite,,POINT(30.377791507 -1.077540967),Cropland
139458149,547702320,30.64500156,-1.556414836,FALSE,2021-04-14 8:54,11.9 secs,Mapbox Satellite,,POINT(30.645001556 -1.556414836),Non-crop
139458150,547702321,29.16874754,-1.71146752,FALSE,2021-04-14 8:54,7.0 secs,Mapbox Satellite,,POINT(29.168747544 -1.71146752),Non-crop
139458151,547702325,30.95756878,-2.710657512,FALSE,2021-04-14 8:54,31.3 secs,Mapbox Satellite,,POINT(30.957568777 -2.710657512),Non-crop
139458152,547702327,29.16784923,-1.290544741,FALSE,2021-04-14 8:55,10.9 secs,Mapbox Satellite,,POINT(29.167849228 -1.290544741),Cropland
139458153,547702329,29.3260193,-1.917945318,FALSE,2021-04-14 8:55,23.5 secs,Mapbox Satellite,,POINT(29.326019301 -1.917945318),Non-crop
139458154,547702330,30.64033032,-2.288554961,FALSE,2021-04-14 8:55,5.9 secs,Mapbox Satellite,,POINT(30.640330316 -2.288554961),Cropland
139458155,547702333,30.48467553,-2.129963918,FALSE,2021-04-14 8:55,6.4 secs,Mapbox Satellite,,POINT(30.484675526 -2.129963918),Cropland
139458156,547702334,30.48503485,-2.756680902,FALSE,2021-04-14 8:56,5.4 secs,Mapbox Satellite,,POINT(30.485034853 -2.756680902),Cropland
139458157,547702336,29.22668113,-1.712185851,FALSE,2021-04-14 8:56,7.6 secs,Mapbox Satellite,,POINT(29.22668113 -1.712185851),Non-crop
139458158,547702339,29.74726717,-1.819019111,FALSE,2021-04-14 8:56,18.0 secs,Mapbox Satellite,,POINT(29.747267173 -1.819019111),Non-crop
139458159,547702340,28.48765581,-1.182787527,FALSE,2021-04-14 8:56,1.3 secs,Mapbox Satellite,,POINT(28.487655809 -1.182787527),Non-crop
139458160,547702341,28.69441699,-2.493340967,FALSE,2021-04-14 8:56,1.4 secs,Mapbox Satellite,,POINT(28.694416989 -2.493340967),Cropland
139458161,547702342,30.05947507,-2.285144082,FALSE,2021-04-14 8:56,1.1 secs,Mapbox Satellite,,POINT(30.059475068 -2.285144082),Cropland
139458162,547702350,30.37509656,-2.238745113,FALSE,2021-04-14 8:59,172.6 secs,Mapbox Satellite,,POINT(30.375096561 -2.238745113),Non-crop
139458163,547702351,29.32871425,-1.92225481,FALSE,2021-04-14 8:59,6.9 secs,Mapbox Satellite,,POINT(29.328714247 -1.92225481),Non-crop
139458164,547702352,28.53552826,-2.181393211,FALSE,2021-04-14 8:59,1.1 secs,Mapbox Satellite,,POINT(28.535528264 -2.181393211),Non-crop
139458165,547702353,29.06132454,-1.659126141,FALSE,2021-04-14 9:01,98.5 secs,Mapbox Satellite,,POINT(29.061324535 -1.659126141),Cropland
139458166,547702354,30.00800935,-1.29270015,FALSE,2021-04-14 9:04,160.0 secs,Mapbox Satellite,,POINT(30.008009352 -1.29270015),Non-crop
139458167,547702364,29.38215626,-2.234795537,FALSE,2021-04-14 9:07,159.0 secs,Mapbox Satellite,,POINT(29.382156257 -2.234795537),Cropland
139458168,547702373,28.64618521,-1.659664904,FALSE,2021-04-14 9:11,265.6 secs,Mapbox Satellite,,POINT(28.646185207 -1.659664904),Non-crop
139458169,547702377,30.74290242,-2.553551726,FALSE,2021-04-14 9:11,27.0 secs,Mapbox Satellite,,POINT(30.742902423 -2.553551726),Non-crop
139458170,547702379,29.69256752,-2.442640975,FALSE,2021-04-14 9:12,3.7 secs,Mapbox Satellite,,POINT(29.692567521 -2.442640975),Cropland
139458171,547702381,29.80286514,-2.864333577,FALSE,2021-04-14 9:12,5.7 secs,Mapbox Satellite,,POINT(29.802865139 -2.864333577),Non-crop
139458172,547702382,29.95977757,-1.391292607,FALSE,2021-04-14 9:12,6.6 secs,Mapbox Satellite,,POINT(29.95977757 -1.391292607),Cropland
139458173,547702383,30.21872312,-2.39534969,FALSE,2021-04-14 9:12,9.4 secs,Mapbox Satellite,,POINT(30.218723119 -2.39534969),Cropland
139458174,547702384,29.69975404,-0.978039156,FALSE,2021-04-14 9:12,11.8 secs,Mapbox Satellite,,POINT(29.699754044 -0.978039156),Cropland
139458175,547702385,29.06833139,-1.811297476,FALSE,2021-04-14 9:12,5.3 secs,Mapbox Satellite,,POINT(29.068331394 -1.811297476),Non-crop
139458176,547702386,31.00885483,-2.393195615,FALSE,2021-04-14 9:13,1.1 secs,Mapbox Satellite,,POINT(31.00885483 -2.393195615),Non-crop
139458177,547702387,30.1152527,-2.970361338,FALSE,2021-04-14 9:13,7.3 secs,Mapbox Satellite,,POINT(30.115252697 -2.970361338),Non-crop
139458178,547702388,28.48585918,-1.817582531,FALSE,2021-04-14 9:13,1.1 secs,Mapbox Satellite,,POINT(28.485859178 -1.817582531),Non-crop
139458179,547702389,28.64277161,-1.55012894,FALSE,2021-04-14 9:13,7.3 secs,Mapbox Satellite,,POINT(28.642771609 -1.55012894),Non-crop
139458180,547702390,29.64128147,-2.079071543,FALSE,2021-04-14 9:13,6.8 secs,Mapbox Satellite,,POINT(29.641281468 -2.079071543),Cropland
139458181,547702391,30.79490713,-2.079789722,FALSE,2021-04-14 9:13,6.1 secs,Mapbox Satellite,,POINT(30.794907128 -2.079789722),Non-crop
139458182,547702392,28.85114976,-2.231025478,FALSE,2021-04-14 9:13,9.3 secs,Mapbox Satellite,,POINT(28.851149757 -2.231025478),Cropland
139458183,547702408,28.69639328,-2.236231748,FALSE,2021-04-14 9:17,230.8 secs,Planet Monthly Mosaics,,POINT(28.696393282 -2.236231748),Non-crop
139458184,547702415,30.16384381,-0.869372646,FALSE,2021-04-14 9:18,31.7 secs,Mapbox Satellite,,POINT(30.163843805 -0.869372646),Cropland
139458185,547702417,28.4308002,-2.393375122,FALSE,2021-04-14 9:18,0.8 secs,Mapbox Satellite,,POINT(28.430800201 -2.393375122),Non-crop
139458186,547702418,29.38377322,-1.605885414,FALSE,2021-04-14 9:18,1.8 secs,Mapbox Satellite,,POINT(29.383773224 -1.605885414),Cropland
139458187,547702421,29.06671443,-2.024766063,FALSE,2021-04-14 9:18,6.5 secs,Mapbox Satellite,,POINT(29.066714427 -2.024766063),Non-crop
139458188,547702422,30.58473235,-2.180316013,FALSE,2021-04-14 9:18,3.7 secs,Mapbox Satellite,,POINT(30.58473235 -2.180316013),Cropland
139458189,547702424,30.69161637,-2.601375749,FALSE,2021-04-14 9:18,2.2 secs,Mapbox Satellite,,POINT(30.691616369 -2.601375749),Non-crop
139458190,547702425,30.06181069,-0.918317121,FALSE,2021-04-14 9:19,2.5 secs,Mapbox Satellite,,POINT(30.061810687 -0.918317121),Cropland
139458191,547702426,30.79903938,-2.236052222,FALSE,2021-04-14 9:19,1.2 secs,Mapbox Satellite,,POINT(30.799039378 -2.236052222),Cropland
139458192,547702428,30.74649568,-1.345229921,FALSE,2021-04-14 9:19,6.8 secs,Mapbox Satellite,,POINT(30.746495684 -1.345229921),Non-crop
139458193,547702430,30.42961655,-1.026802461,FALSE,2021-04-14 9:19,3.7 secs,Mapbox Satellite,,POINT(30.429616549 -1.026802461),Cropland
139458194,547702432,29.06401948,-2.285682642,FALSE,2021-04-14 9:19,12.8 secs,Mapbox Satellite,,POINT(29.064019481 -2.285682642),Non-crop
139458195,547702433,29.96085555,-1.763987048,FALSE,2021-04-14 9:19,3.5 secs,Mapbox Satellite,,POINT(29.960855549 -1.763987048),Non-crop
139458196,547702434,28.95749479,-0.8704505,FALSE,2021-04-14 9:19,4.2 secs,Mapbox Satellite,,POINT(28.957494787 -0.8704505),Non-crop
139458197,547702435,28.5941805,-1.864532421,FALSE,2021-04-14 9:20,14.0 secs,Mapbox Satellite,,POINT(28.594180502 -1.864532421),Non-crop
139458198,547702436,28.43726807,-2.868101781,FALSE,2021-04-14 9:20,1.4 secs,Mapbox Satellite,,POINT(28.437268071 -2.868101781),Non-crop
139458199,547702439,30.17192864,-2.132297922,FALSE,2021-04-14 9:21,58.4 secs,Mapbox Satellite,,POINT(30.171928642 -2.132297922),Non-crop
139458200,547702440,28.909802,-1.865968964,FALSE,2021-04-14 9:21,7.8 secs,Mapbox Satellite,,POINT(28.909801995 -1.865968964),Non-crop
139458201,547702449,30.69071805,-2.497828283,FALSE,2021-04-14 9:25,259.0 secs,Mapbox Satellite,,POINT(30.690718054 -2.497828283),Non-crop
139458202,547702450,30.69287401,-2.026202469,FALSE,2021-04-14 9:26,50.2 secs,Mapbox Satellite,,POINT(30.692874011 -2.026202469),Cropland
139458203,547702451,29.11296991,-2.652069492,FALSE,2021-04-14 9:26,5.9 secs,Mapbox Satellite,,POINT(29.112969914 -2.652069492),Cropland
139458204,547702452,29.17216114,-1.025185753,FALSE,2021-04-14 9:26,2.6 secs,Mapbox Satellite,,POINT(29.172161142 -1.025185753),Cropland
139458205,547702453,29.80052952,-1.23657687,FALSE,2021-04-14 9:26,0.7 secs,Mapbox Satellite,,POINT(29.800529519 -1.23657687),Non-crop
139458206,547702454,28.6481615,-3.019783158,FALSE,2021-04-14 9:27,2.6 secs,Mapbox Satellite,,POINT(28.648161501 -3.019783158),Non-crop
139458207,547702457,29.2248845,-1.449567605,FALSE,2021-04-14 9:27,12.5 secs,Mapbox Satellite,,POINT(29.224884499 -1.449567605),Non-crop
139458208,547702466,29.06815173,-2.025843368,FALSE,2021-04-14 9:30,202.0 secs,Mapbox Satellite,,POINT(29.068151731 -2.025843368),Non-crop
139458209,547702467,30.96062305,-1.972613444,FALSE,2021-04-14 9:30,1.4 secs,Mapbox Satellite,,POINT(30.960623049 -1.972613444),Non-crop
139458210,547702480,30.90807936,-1.127919372,FALSE,2021-04-14 9:35,250.2 secs,Mapbox Satellite,,POINT(30.908079355 -1.127919372),Cropland
139458211,547702482,29.75032145,-2.38978499,FALSE,2021-04-14 9:35,4.6 secs,Mapbox Satellite,,POINT(29.750321445 -2.38978499),Non-crop
139458212,547702485,30.06163102,-1.55390048,FALSE,2021-04-14 9:35,4.4 secs,Mapbox Satellite,,POINT(30.061631024 -1.55390048),Cropland
139458213,547702486,28.4833439,-1.181530153,FALSE,2021-04-14 9:35,2.1 secs,Mapbox Satellite,,POINT(28.483343895 -1.181530153),Non-crop
139458214,547702487,30.74649568,-2.0805079,FALSE,2021-04-14 9:35,1.6 secs,Mapbox Satellite,,POINT(30.746495684 -2.0805079),Non-crop
139458215,547702488,30.38210342,-0.82060718,FALSE,2021-04-14 9:35,12.5 secs,Mapbox Satellite,,POINT(30.38210342 -0.82060718),Cropland
139458216,547702489,29.27167898,-2.81454603,FALSE,2021-04-14 9:35,4.0 secs,Mapbox Satellite,,POINT(29.271678976 -2.81454603),Non-crop
139458217,547702490,29.43308298,-0.818990378,FALSE,2021-04-14 9:35,1.5 secs,Mapbox Satellite,,POINT(29.433082984 -0.818990378),Non-crop
139458218,547702491,28.59166522,-1.920638752,FALSE,2021-04-14 9:35,1.1 secs,Mapbox Satellite,,POINT(28.591665219 -1.920638752),Non-crop
139458219,547702492,29.11800048,-2.028716177,FALSE,2021-04-14 9:36,7.8 secs,Mapbox Satellite,,POINT(29.11800048 -2.028716177),Non-crop
139458220,547702493,30.5348836,-1.239630429,FALSE,2021-04-14 9:36,3.0 secs,Mapbox Satellite,,POINT(30.534883601 -1.239630429),Non-crop
139458221,547702494,30.21818413,-1.237834219,FALSE,2021-04-14 9:36,1.2 secs,Mapbox Satellite,,POINT(30.21818413 -1.237834219),Cropland
139458222,547702500,30.06396664,-2.446769465,FALSE,2021-04-14 9:38,129.6 secs,Mapbox Satellite,,POINT(30.063966644 -2.446769465),Non-crop
139458223,547702502,29.06114487,-0.868474434,FALSE,2021-04-14 9:38,1.3 secs,Mapbox Satellite,,POINT(29.061144872 -0.868474434),Non-crop
139458224,547702503,30.9579281,-2.391221044,FALSE,2021-04-14 9:38,0.7 secs,Mapbox Satellite,,POINT(30.957928103 -2.391221044),Non-crop
139458225,547702504,29.01111646,-2.54798769,FALSE,2021-04-14 9:38,4.0 secs,Mapbox Satellite,,POINT(29.01111646 -2.54798769),Cropland
139458226,547702507,28.85779729,-3.026062616,FALSE,2021-04-14 9:38,10.9 secs,Mapbox Satellite,,POINT(28.85779729 -3.026062616),Non-crop
139458227,547702508,29.0143504,-0.917957841,FALSE,2021-04-14 9:39,2.0 secs,Mapbox Satellite,,POINT(29.014350395 -0.917957841),Non-crop
139458228,547702511,30.64338459,-1.082570639,FALSE,2021-04-14 9:39,6.3 secs,Mapbox Satellite,,POINT(30.643384588 -1.082570639),Non-crop
139458229,547702513,30.32470882,-1.081492853,FALSE,2021-04-14 9:39,2.4 secs,Mapbox Satellite,,POINT(30.324708823 -1.081492853),Cropland
139458230,547702516,30.9073607,-1.392729487,FALSE,2021-04-14 9:39,3.8 secs,Mapbox Satellite,,POINT(30.907360702 -1.392729487),Cropland
139458231,547702519,30.95936541,-0.815756772,FALSE,2021-04-14 9:39,5.5 secs,Mapbox Satellite,,POINT(30.959365408 -0.815756772),Non-crop
139458232,547702520,28.48945244,-1.500836658,FALSE,2021-04-14 9:39,0.5 secs,Mapbox Satellite,,POINT(28.489452439 -1.500836658),Non-crop
139458233,547702523,30.48755014,-1.447951154,FALSE,2021-04-14 9:39,3.4 secs,Mapbox Satellite,,POINT(30.487550135 -1.447951154),Cropland
139458234,547702524,29.38377322,-2.44784646,FALSE,2021-04-14 9:39,3.8 secs,Mapbox Satellite,,POINT(29.383773224 -2.44784646),Non-crop
139458235,547702526,28.43726807,-2.96946423,FALSE,2021-04-14 9:39,1.9 secs,Mapbox Satellite,,POINT(28.437268071 -2.96946423),Non-crop
139458236,547702527,30.42799958,-2.550859454,FALSE,2021-04-14 9:40,4.9 secs,Mapbox Satellite,,POINT(30.427999582 -2.550859454),Cropland
139458237,547702533,29.53601442,-1.288748566,FALSE,2021-04-14 9:40,49.8 secs,Mapbox Satellite,,POINT(29.536014416 -1.288748566),Cropland
139458238,547702534,29.01596736,-1.65750985,FALSE,2021-04-14 9:41,6.0 secs,Mapbox Satellite,,POINT(29.015967363 -1.65750985),Cropland
139458239,547702537,30.58598999,-2.76314127,FALSE,2021-04-14 9:41,10.8 secs,Mapbox Satellite,,POINT(30.585989991 -2.76314127),Non-crop
139458240,547702538,30.85481701,-2.448025959,FALSE,2021-04-14 9:41,2.4 secs,Mapbox Satellite,,POINT(30.854817008 -2.448025959),Cropland
139458241,547702540,28.96162704,-2.388887456,FALSE,2021-04-14 9:41,1.5 secs,Mapbox Satellite,,POINT(28.961627038 -2.388887456),Non-crop
139458242,547702541,28.58753297,-2.078891998,FALSE,2021-04-14 9:42,37.9 secs,Mapbox Satellite,,POINT(28.587532969 -2.078891998),Non-crop
139458243,547702542,29.95600465,-1.706798359,FALSE,2021-04-14 9:42,4.9 secs,Mapbox Satellite,,POINT(29.956004646 -1.706798359),Cropland
139458244,547702545,29.74744684,-2.076019278,FALSE,2021-04-14 9:43,76.9 secs,Mapbox Satellite,,POINT(29.747446836 -2.076019278),Non-crop
139458245,547702583,29.74385357,-1.549949343,FALSE,2021-04-14 9:53,602.8 secs,Mapbox Satellite,,POINT(29.743853574 -1.549949343),Non-crop
139458246,547702584,29.43092703,-0.975883513,FALSE,2021-04-14 9:53,1.6 secs,Mapbox Satellite,,POINT(29.430927027 -0.975883513),Cropland
139458247,547702585,29.79621761,-2.232641219,FALSE,2021-04-14 9:53,5.7 secs,Mapbox Satellite,,POINT(29.796217606 -2.232641219),Cropland
139458248,547702588,28.69657295,-2.449102953,FALSE,2021-04-14 9:53,2.1 secs,Mapbox Satellite,,POINT(28.696572945 -2.449102953),Non-crop
139458249,547702590,29.38269525,-1.394705196,FALSE,2021-04-14 9:54,6.7 secs,Mapbox Satellite,,POINT(29.382695246 -1.394705196),Non-crop
139458250,547702591,28.80543326,-0.868115149,FALSE,2021-04-14 9:54,6.4 secs,Mapbox Satellite,,POINT(28.805433258 -0.868115149),Non-crop
139458251,547702593,28.43798672,-3.022115532,FALSE,2021-04-14 9:56,137.0 secs,Mapbox Satellite,,POINT(28.437986723 -3.022115532),Cropland
139458252,547702594,30.9025098,-1.448849182,FALSE,2021-04-14 9:57,24.6 secs,Mapbox Satellite,,POINT(30.9025098 -1.448849182),Non-crop
139458253,547702596,29.74978246,-2.442102476,FALSE,2021-04-14 9:57,5.7 secs,Mapbox Satellite,,POINT(29.749782455 -2.442102476),Non-crop
139458254,547702598,30.37563555,-1.815966376,FALSE,2021-04-14 9:57,5.0 secs,Mapbox Satellite,,POINT(30.37563555 -1.815966376),Cropland
139458255,547702600,31.00723786,-0.923167397,FALSE,2021-04-14 9:57,23.4 secs,Mapbox Satellite,,POINT(31.007237863 -0.923167397),Non-crop
139458256,547702603,30.43015554,-2.394272653,FALSE,2021-04-14 9:58,17.4 secs,Mapbox Satellite,,POINT(30.430155538 -2.394272653),Cropland
139458257,547702605,30.95523316,-2.026561571,FALSE,2021-04-14 9:58,1.7 secs,Mapbox Satellite,,POINT(30.955233157 -2.026561571),Non-crop
139458258,547702606,30.01286025,-2.444435972,FALSE,2021-04-14 9:58,4.8 secs,Mapbox Satellite,,POINT(30.012860254 -2.444435972),Cropland
139458259,547702608,29.48293173,-2.70886289,FALSE,2021-04-14 9:58,2.1 secs,Mapbox Satellite,,POINT(29.482931732 -2.70886289),Non-crop
139458260,547702610,29.37928165,-1.549051356,FALSE,2021-04-14 9:58,4.2 secs,Mapbox Satellite,,POINT(29.379281648 -1.549051356),Cropland
139458261,547702612,30.32309186,-2.020636387,FALSE,2021-04-14 9:58,4.4 secs,Mapbox Satellite,,POINT(30.323091856 -2.020636387),Cropland
139458262,547702615,28.85061077,-2.023509206,FALSE,2021-04-14 9:58,6.1 secs,Mapbox Satellite,,POINT(28.850610768 -2.023509206),Non-crop
139458263,547702616,30.59173921,-2.598145143,FALSE,2021-04-14 9:58,1.5 secs,Mapbox Satellite,,POINT(30.591739209 -2.598145143),Cropland
139458264,547702624,30.85320004,-1.394345977,FALSE,2021-04-14 10:12,833.4 secs,Mapbox Satellite,,POINT(30.85320004 -1.394345977),Non-crop
139458265,547702625,28.53642658,-1.92045919,FALSE,2021-04-14 10:13,12.3 secs,Mapbox Satellite,,POINT(28.536426579 -1.92045919),Non-crop
139458266,547702626,29.33051088,-2.549423572,FALSE,2021-04-14 10:13,1.6 secs,Mapbox Satellite,,POINT(29.330510878 -2.549423572),Non-crop
139458267,547702627,28.75109293,-1.182607902,FALSE,2021-04-14 10:13,0.6 secs,Mapbox Satellite,,POINT(28.751092933 -1.182607902),Non-crop
139458268,547702628,28.43151885,-2.39193907,FALSE,2021-04-14 10:13,0.9 secs,Mapbox Satellite,,POINT(28.431518853 -2.39193907),Non-crop
139458269,547702629,28.53858254,-1.656971087,FALSE,2021-04-14 10:13,1.2 secs,Mapbox Satellite,,POINT(28.538582536 -1.656971087),Non-crop
139458270,547702630,29.90705421,-0.765733126,FALSE,2021-04-14 10:13,1.9 secs,Mapbox Satellite,,POINT(29.907054213 -0.765733126),Cropland
139458271,547702631,29.11458688,-1.76632156,FALSE,2021-04-14 10:13,11.3 secs,Mapbox Satellite,,POINT(29.114586882 -1.76632156),Non-crop
139458272,547702632,29.74493155,-2.493340967,FALSE,2021-04-14 10:13,6.8 secs,Mapbox Satellite,,POINT(29.744931553 -2.493340967),Cropland
139458273,547702633,29.79693626,-0.922448838,FALSE,2021-04-14 10:13,7.8 secs,Mapbox Satellite,,POINT(29.796936258 -0.922448838),Non-crop
139458274,547702634,28.90998166,-2.602273138,FALSE,2021-04-14 10:14,5.7 secs,Mapbox Satellite,,POINT(28.909981658 -2.602273138),Non-crop
139458275,547702635,29.06869072,-2.393016109,FALSE,2021-04-14 10:14,16.8 secs,Mapbox Satellite,,POINT(29.06869072 -2.393016109),Cropland
139458276,547702636,30.95810777,-2.550500483,FALSE,2021-04-14 10:14,2.6 secs,Mapbox Satellite,,POINT(30.958107766 -2.550500483),Non-crop
139458277,547702637,29.38017996,-1.179913529,FALSE,2021-04-14 10:14,2.5 secs,Mapbox Satellite,,POINT(29.380179963 -1.179913529),Non-crop
139458278,547702638,29.8521749,-2.28406696,FALSE,2021-04-14 10:14,14.5 secs,Mapbox Satellite,,POINT(29.852174899 -2.28406696),Cropland
139458279,547702639,28.8572583,-1.654995618,FALSE,2021-04-14 10:15,8.3 secs,Mapbox Satellite,,POINT(28.857258301 -1.654995618),Non-crop
139458280,547702640,28.4862185,-1.232804822,FALSE,2021-04-14 10:15,0.8 secs,Mapbox Satellite,,POINT(28.486218504 -1.232804822),Non-crop
139458281,547702641,28.7998637,-2.291606794,FALSE,2021-04-14 10:15,13.2 secs,Mapbox Satellite,,POINT(28.799863704 -2.291606794),Non-crop
139458282,547702642,29.06815173,-2.599401491,FALSE,2021-04-14 10:15,8.1 secs,Mapbox Satellite,,POINT(29.068151731 -2.599401491),Non-crop
139458283,547702643,29.16569327,-2.757757633,FALSE,2021-04-14 10:15,1.1 secs,Mapbox Satellite,,POINT(29.165693272 -2.757757633),Non-crop
139458284,547702644,29.16623226,-2.497648791,FALSE,2021-04-14 10:15,1.9 secs,Mapbox Satellite,,POINT(29.166232261 -2.497648791),Non-crop
139458285,547702645,28.64546656,-1.185481897,FALSE,2021-04-14 10:15,0.8 secs,Mapbox Satellite,,POINT(28.645466555 -1.185481897),Non-crop
139458286,547702646,29.22434551,-2.077096549,FALSE,2021-04-14 10:16,8.1 secs,Mapbox Satellite,,POINT(29.22434551 -2.077096549),Non-crop
139458287,547702647,29.43182534,-1.497424228,FALSE,2021-04-14 10:16,2.4 secs,Mapbox Satellite,,POINT(29.431825342 -1.497424228),Non-crop
139458288,547702648,28.8538447,-1.442562977,FALSE,2021-04-14 10:16,4.9 secs,Mapbox Satellite,,POINT(28.853844703 -1.442562977),Cropland
139458289,547702649,30.00765003,-1.870278585,FALSE,2021-04-14 10:16,6.0 secs,Mapbox Satellite,,POINT(30.007650025 -1.870278585),Non-crop
139458290,547702650,29.38125794,-2.393554628,FALSE,2021-04-14 10:16,2.2 secs,Mapbox Satellite,,POINT(29.381257941 -2.393554628),Cropland
139458291,547702651,28.64115464,-2.233718379,FALSE,2021-04-14 10:16,1.0 secs,Mapbox Satellite,,POINT(28.641154642 -2.233718379),Non-crop
139458292,547702652,29.22362686,-3.026062616,FALSE,2021-04-14 10:16,2.9 secs,Mapbox Satellite,,POINT(29.223626858 -3.026062616),Cropland
139458293,547702653,30.5888646,-1.969381422,FALSE,2021-04-14 10:16,13.5 secs,Mapbox Satellite,,POINT(30.5888646 -1.969381422),Cropland
139458294,547702654,30.59173921,-1.029676607,FALSE,2021-04-14 10:17,5.6 secs,Mapbox Satellite,,POINT(30.591739209 -1.029676607),Cropland
139458295,547702656,29.32979223,-1.862916309,FALSE,2021-04-14 10:17,33.6 secs,Mapbox Satellite,,POINT(29.329792225 -1.862916309),Non-crop
139458296,547702657,30.64320493,-0.815936417,FALSE,2021-04-14 10:17,15.4 secs,Mapbox Satellite,,POINT(30.643204925 -0.815936417),Non-crop
139458297,547799768,30.84924745,-1.765064516,FALSE,2021-04-15 5:42,92.8 secs,Mapbox Satellite,,POINT(30.849247453 -1.765064516),Non-crop
139458298,547799769,28.54163681,-2.283169358,FALSE,2021-04-15 5:49,416.7 secs,Mapbox Satellite,,POINT(28.541636807 -2.283169358),Cropland
