Input,Label
hls_train/hls_train/chips/chip_20190701_S30_T42RXQ_2019151T054649_3_5.tif,hls_train/hls_train/seg_maps/seg_map_20190701_S30_T42RXQ_2019151T054649_3_5.tif
hls_train/hls_train/chips/chip_20200401_S30_T41RPK_2020060T061801_0_12.tif,hls_train/hls_train/seg_maps/seg_map_20200401_S30_T41RPK_2020060T061801_0_12.tif
hls_train/hls_train/chips/chip_20200701_S30_T43RDM_2020153T053649_10_6.tif,hls_train/hls_train/seg_maps/seg_map_20200701_S30_T43RDM_2020153T053649_10_6.tif
hls_train/hls_train/chips/chip_20200401_L30_T39RTQ_2020062T071526_7_9.tif,hls_train/hls_train/seg_maps/seg_map_20200401_L30_T39RTQ_2020062T071526_7_9.tif
hls_train/hls_train/chips/chip_20160901_S30_T36QZK_2016214T081012_0_3.tif,hls_train/hls_train/seg_maps/seg_map_20160901_S30_T36QZK_2016214T081012_0_3.tif
hls_train/hls_train/chips/chip_20191201_S30_T37QDG_2019305T080051_9_11.tif,hls_train/hls_train/seg_maps/seg_map_20191201_S30_T37QDG_2019305T080051_9_11.tif
hls_train/hls_train/chips/chip_20181201_S30_T43RBL_2018306T054959_11_3.tif,hls_train/hls_train/seg_maps/seg_map_20181201_S30_T43RBL_2018306T054959_11_3.tif
hls_train/hls_train/chips/chip_20160601_S30_T28QFH_2016121T112122_12_6.tif,hls_train/hls_train/seg_maps/seg_map_20160601_S30_T28QFH_2016121T112122_12_6.tif
hls_train/hls_train/chips/chip_20170901_S30_T37PBT_2017215T075611_3_8.tif,hls_train/hls_train/seg_maps/seg_map_20170901_S30_T37PBT_2017215T075611_3_8.tif
hls_train/hls_train/chips/chip_20170201_S30_T37QDF_2017002T075322_11_2.tif,hls_train/hls_train/seg_maps/seg_map_20170201_S30_T37QDF_2017002T075322_11_2.tif
hls_train/hls_train/chips/chip_20170401_S30_T30RYR_2017060T103021_12_12.tif,hls_train/hls_train/seg_maps/seg_map_20170401_S30_T30RYR_2017060T103021_12_12.tif
hls_train/hls_train/chips/chip_20191101_S30_T40RCQ_2019274T064701_3_4.tif,hls_train/hls_train/seg_maps/seg_map_20191101_S30_T40RCQ_2019274T064701_3_4.tif
hls_train/hls_train/chips/chip_20180701_S30_T36QUE_2018151T081559_5_8.tif,hls_train/hls_train/seg_maps/seg_map_20180701_S30_T36QUE_2018151T081559_5_8.tif
hls_train/hls_train/chips/chip_20161001_S30_T31QHV_2016247T100032_1_7.tif,hls_train/hls_train/seg_maps/seg_map_20161001_S30_T31QHV_2016247T100032_1_7.tif
hls_train/hls_train/chips/chip_20190701_S30_T42RYR_2019151T054649_1_8.tif,hls_train/hls_train/seg_maps/seg_map_20190701_S30_T42RYR_2019151T054649_1_8.tif
hls_train/hls_train/chips/chip_20200501_S30_T36NYJ_2020092T074609_11_8.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T36NYJ_2020092T074609_11_8.tif
hls_train/hls_train/chips/chip_20170301_L30_T30RYR_2017030T102819_12_12.tif,hls_train/hls_train/seg_maps/seg_map_20170301_L30_T30RYR_2017030T102819_12_12.tif
hls_train/hls_train/chips/chip_20180301_L30_T43RBM_2018031T054327_7_6.tif,hls_train/hls_train/seg_maps/seg_map_20180301_L30_T43RBM_2018031T054327_7_6.tif
hls_train/hls_train/chips/chip_20190901_S30_T42RXP_2019214T055649_1_7.tif,hls_train/hls_train/seg_maps/seg_map_20190901_S30_T42RXP_2019214T055649_1_7.tif
hls_train/hls_train/chips/chip_20161201_L30_T40RFR_2016306T063345_6_11.tif,hls_train/hls_train/seg_maps/seg_map_20161201_L30_T40RFR_2016306T063345_6_11.tif
hls_train/hls_train/chips/chip_20200901_S30_T37PEP_2020214T073621_12_3.tif,hls_train/hls_train/seg_maps/seg_map_20200901_S30_T37PEP_2020214T073621_12_3.tif
hls_train/hls_train/chips/chip_20200801_S30_T43RBJ_2020183T053649_8_11.tif,hls_train/hls_train/seg_maps/seg_map_20200801_S30_T43RBJ_2020183T053649_8_11.tif
hls_train/hls_train/chips/chip_20201101_S30_T38NQN_2020275T070721_2_10.tif,hls_train/hls_train/seg_maps/seg_map_20201101_S30_T38NQN_2020275T070721_2_10.tif
hls_train/hls_train/chips/chip_20180101_S30_T37QBE_2017335T080301_3_4.tif,hls_train/hls_train/seg_maps/seg_map_20180101_S30_T37QBE_2017335T080301_3_4.tif
hls_train/hls_train/chips/chip_20190801_S30_T43RDM_2019183T053651_2_4.tif,hls_train/hls_train/seg_maps/seg_map_20190801_S30_T43RDM_2019183T053651_2_4.tif
hls_train/hls_train/chips/chip_20180101_S30_T37QGA_2017334T074239_8_3.tif,hls_train/hls_train/seg_maps/seg_map_20180101_S30_T37QGA_2017334T074239_8_3.tif
hls_train/hls_train/chips/chip_20201201_S30_T40REP_2020306T064031_4_4.tif,hls_train/hls_train/seg_maps/seg_map_20201201_S30_T40REP_2020306T064031_4_4.tif
hls_train/hls_train/chips/chip_20200301_S30_T40QDF_2020031T064109_8_3.tif,hls_train/hls_train/seg_maps/seg_map_20200301_S30_T40QDF_2020031T064109_8_3.tif
hls_train/hls_train/chips/chip_20190201_L30_T38QMH_2019002T072443_9_1.tif,hls_train/hls_train/seg_maps/seg_map_20190201_L30_T38QMH_2019002T072443_9_1.tif
hls_train/hls_train/chips/chip_20160601_S30_T28QFH_2016121T112122_12_3.tif,hls_train/hls_train/seg_maps/seg_map_20160601_S30_T28QFH_2016121T112122_12_3.tif
hls_train/hls_train/chips/chip_20190501_S30_T41RPJ_2019090T061629_3_10.tif,hls_train/hls_train/seg_maps/seg_map_20190501_S30_T41RPJ_2019090T061629_3_10.tif
hls_train/hls_train/chips/chip_20190201_S30_T37QEC_2019002T075321_7_0.tif,hls_train/hls_train/seg_maps/seg_map_20190201_S30_T37QEC_2019002T075321_7_0.tif
hls_train/hls_train/chips/chip_20201201_S30_T38NPN_2020305T071031_2_4.tif,hls_train/hls_train/seg_maps/seg_map_20201201_S30_T38NPN_2020305T071031_2_4.tif
hls_train/hls_train/chips/chip_20201201_S30_T38NNN_2020305T071031_7_0.tif,hls_train/hls_train/seg_maps/seg_map_20201201_S30_T38NNN_2020305T071031_7_0.tif
hls_train/hls_train/chips/chip_20201001_S30_T38NPM_2020245T070631_4_2.tif,hls_train/hls_train/seg_maps/seg_map_20201001_S30_T38NPM_2020245T070631_4_2.tif
hls_train/hls_train/chips/chip_20200301_S30_T40QEM_2020031T064109_9_9.tif,hls_train/hls_train/seg_maps/seg_map_20200301_S30_T40QEM_2020031T064109_9_9.tif
hls_train/hls_train/chips/chip_20200501_S30_T40QFL_2020091T063629_9_1.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T40QFL_2020091T063629_9_1.tif
hls_train/hls_train/chips/chip_20201101_L30_T28QDF_2020278T112635_7_0.tif,hls_train/hls_train/seg_maps/seg_map_20201101_L30_T28QDF_2020278T112635_7_0.tif
hls_train/hls_train/chips/chip_20200601_S30_T38NKP_2020123T071619_12_11.tif,hls_train/hls_train/seg_maps/seg_map_20200601_S30_T38NKP_2020123T071619_12_11.tif
hls_train/hls_train/chips/chip_20200501_S30_T40QEM_2020091T063629_8_9.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T40QEM_2020091T063629_8_9.tif
hls_train/hls_train/chips/chip_20200201_L30_T40RBQ_2020002T065209_11_6.tif,hls_train/hls_train/seg_maps/seg_map_20200201_L30_T40RBQ_2020002T065209_11_6.tif
hls_train/hls_train/chips/chip_20200501_S30_T36NZH_2020092T074609_0_5.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T36NZH_2020092T074609_0_5.tif
hls_train/hls_train/chips/chip_20160501_L30_T28QEK_2016091T112444_4_1.tif,hls_train/hls_train/seg_maps/seg_map_20160501_L30_T28QEK_2016091T112444_4_1.tif
hls_train/hls_train/chips/chip_20201101_S30_T41RKK_2020276T063711_2_3.tif,hls_train/hls_train/seg_maps/seg_map_20201101_S30_T41RKK_2020276T063711_2_3.tif
hls_train/hls_train/chips/chip_20200801_S30_T37PFP_2020184T073621_4_12.tif,hls_train/hls_train/seg_maps/seg_map_20200801_S30_T37PFP_2020184T073621_4_12.tif
hls_train/hls_train/chips/chip_20200501_S30_T40RER_2020091T063629_6_12.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T40RER_2020091T063629_6_12.tif
hls_train/hls_train/chips/chip_20200501_S30_T42RTS_2020092T060629_2_10.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T42RTS_2020092T060629_2_10.tif
hls_train/hls_train/chips/chip_20200801_S30_T41RKK_2020183T062631_8_0.tif,hls_train/hls_train/seg_maps/seg_map_20200801_S30_T41RKK_2020183T062631_8_0.tif
hls_train/hls_train/chips/chip_20190701_S30_T42RXQ_2019151T054649_0_7.tif,hls_train/hls_train/seg_maps/seg_map_20190701_S30_T42RXQ_2019151T054649_0_7.tif
hls_train/hls_train/chips/chip_20160101_L30_T42RYR_2015336T053756_12_11.tif,hls_train/hls_train/seg_maps/seg_map_20160101_L30_T42RYR_2015336T053756_12_11.tif
hls_train/hls_train/chips/chip_20191201_S30_T41RKL_2019306T064029_2_9.tif,hls_train/hls_train/seg_maps/seg_map_20191201_S30_T41RKL_2019306T064029_2_9.tif
hls_train/hls_train/chips/chip_20190701_S30_T42RXR_2019151T054649_2_1.tif,hls_train/hls_train/seg_maps/seg_map_20190701_S30_T42RXR_2019151T054649_2_1.tif
hls_train/hls_train/chips/chip_20200101_L30_T37QGB_2019336T073731_5_10.tif,hls_train/hls_train/seg_maps/seg_map_20200101_L30_T37QGB_2019336T073731_5_10.tif
hls_train/hls_train/chips/chip_20190701_S30_T42RXR_2019151T054649_10_4.tif,hls_train/hls_train/seg_maps/seg_map_20190701_S30_T42RXR_2019151T054649_10_4.tif
hls_train/hls_train/chips/chip_20190101_S30_T37QEU_2018337T075301_1_11.tif,hls_train/hls_train/seg_maps/seg_map_20190101_S30_T37QEU_2018337T075301_1_11.tif
hls_train/hls_train/chips/chip_20180501_L30_T37REH_2018091T074725_4_12.tif,hls_train/hls_train/seg_maps/seg_map_20180501_L30_T37REH_2018091T074725_4_12.tif
hls_train/hls_train/chips/chip_20191001_S30_T40QBG_2019244T064621_1_10.tif,hls_train/hls_train/seg_maps/seg_map_20191001_S30_T40QBG_2019244T064621_1_10.tif
hls_train/hls_train/chips/chip_20201101_L30_T40REP_2020276T064018_4_4.tif,hls_train/hls_train/seg_maps/seg_map_20201101_L30_T40REP_2020276T064018_4_4.tif
hls_train/hls_train/chips/chip_20201101_S30_T38NQN_2020275T070721_10_7.tif,hls_train/hls_train/seg_maps/seg_map_20201101_S30_T38NQN_2020275T070721_10_7.tif
hls_train/hls_train/chips/chip_20190701_S30_T42RXR_2019151T054649_5_10.tif,hls_train/hls_train/seg_maps/seg_map_20190701_S30_T42RXR_2019151T054649_5_10.tif
hls_train/hls_train/chips/chip_20180201_S30_T37QFC_2018002T075319_6_7.tif,hls_train/hls_train/seg_maps/seg_map_20180201_S30_T37QFC_2018002T075319_6_7.tif
hls_train/hls_train/chips/chip_20190701_S30_T42RXP_2019151T054649_9_5.tif,hls_train/hls_train/seg_maps/seg_map_20190701_S30_T42RXP_2019151T054649_9_5.tif
hls_train/hls_train/chips/chip_20191201_S30_T37QDG_2019305T080051_10_9.tif,hls_train/hls_train/seg_maps/seg_map_20191201_S30_T37QDG_2019305T080051_10_9.tif
hls_train/hls_train/chips/chip_20200501_S30_T36PVU_2020093T080601_11_1.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T36PVU_2020093T080601_11_1.tif
hls_train/hls_train/chips/chip_20160301_L30_T36QWL_2016034T081331_5_8.tif,hls_train/hls_train/seg_maps/seg_map_20160301_L30_T36QWL_2016034T081331_5_8.tif
hls_train/hls_train/chips/chip_20200701_S30_T42RYP_2020151T054641_8_9.tif,hls_train/hls_train/seg_maps/seg_map_20200701_S30_T42RYP_2020151T054641_8_9.tif
hls_train/hls_train/chips/chip_20180301_S30_T36QYL_2018028T081159_6_12.tif,hls_train/hls_train/seg_maps/seg_map_20180301_S30_T36QYL_2018028T081159_6_12.tif
hls_train/hls_train/chips/chip_20170401_L30_T41RMH_2017063T061506_12_0.tif,hls_train/hls_train/seg_maps/seg_map_20170401_L30_T41RMH_2017063T061506_12_0.tif
hls_train/hls_train/chips/chip_20200101_L30_T37QGA_2019336T073755_7_3.tif,hls_train/hls_train/seg_maps/seg_map_20200101_L30_T37QGA_2019336T073755_7_3.tif
hls_train/hls_train/chips/chip_20190301_S30_T37RCH_2019030T080159_3_7.tif,hls_train/hls_train/seg_maps/seg_map_20190301_S30_T37RCH_2019030T080159_3_7.tif
hls_train/hls_train/chips/chip_20200201_S30_T42RTS_2020002T061239_10_11.tif,hls_train/hls_train/seg_maps/seg_map_20200201_S30_T42RTS_2020002T061239_10_11.tif
hls_train/hls_train/chips/chip_20200201_L30_T40RBQ_2020002T065209_11_5.tif,hls_train/hls_train/seg_maps/seg_map_20200201_L30_T40RBQ_2020002T065209_11_5.tif
hls_train/hls_train/chips/chip_20190701_S30_T42QWL_2019151T054649_8_0.tif,hls_train/hls_train/seg_maps/seg_map_20190701_S30_T42QWL_2019151T054649_8_0.tif
hls_train/hls_train/chips/chip_20191101_S30_T42RVQ_2019274T055639_5_5.tif,hls_train/hls_train/seg_maps/seg_map_20191101_S30_T42RVQ_2019274T055639_5_5.tif
hls_train/hls_train/chips/chip_20180301_L30_T42RTN_2018029T055702_10_2.tif,hls_train/hls_train/seg_maps/seg_map_20180301_L30_T42RTN_2018029T055702_10_2.tif
hls_train/hls_train/chips/chip_20200801_S30_T43RCL_2020183T053649_1_8.tif,hls_train/hls_train/seg_maps/seg_map_20200801_S30_T43RCL_2020183T053649_1_8.tif
hls_train/hls_train/chips/chip_20200301_S30_T39RYK_2020032T070111_4_0.tif,hls_train/hls_train/seg_maps/seg_map_20200301_S30_T39RYK_2020032T070111_4_0.tif
hls_train/hls_train/chips/chip_20170101_S30_T36QYH_2016334T081302_8_6.tif,hls_train/hls_train/seg_maps/seg_map_20170101_S30_T36QYH_2016334T081302_8_6.tif
hls_train/hls_train/chips/chip_20191001_S30_T36QWF_2019243T080609_10_6.tif,hls_train/hls_train/seg_maps/seg_map_20191001_S30_T36QWF_2019243T080609_10_6.tif
hls_train/hls_train/chips/chip_20161101_L30_T28QEG_2016276T111956_5_7.tif,hls_train/hls_train/seg_maps/seg_map_20161101_L30_T28QEG_2016276T111956_5_7.tif
hls_train/hls_train/chips/chip_20171101_S30_T37QCA_2017277T074919_11_10.tif,hls_train/hls_train/seg_maps/seg_map_20171101_S30_T37QCA_2017277T074919_11_10.tif
hls_train/hls_train/chips/chip_20160901_S30_T38PKS_2016212T072622_5_0.tif,hls_train/hls_train/seg_maps/seg_map_20160901_S30_T38PKS_2016212T072622_5_0.tif
hls_train/hls_train/chips/chip_20200301_S30_T41RQM_2020030T062111_6_8.tif,hls_train/hls_train/seg_maps/seg_map_20200301_S30_T41RQM_2020030T062111_6_8.tif
hls_train/hls_train/chips/chip_20200701_S30_T34QED_2020153T085559_11_7.tif,hls_train/hls_train/seg_maps/seg_map_20200701_S30_T34QED_2020153T085559_11_7.tif
hls_train/hls_train/chips/chip_20191201_S30_T37RCH_2019305T080051_4_7.tif,hls_train/hls_train/seg_maps/seg_map_20191201_S30_T37RCH_2019305T080051_4_7.tif
hls_train/hls_train/chips/chip_20190501_L30_T42RYN_2019091T053807_5_12.tif,hls_train/hls_train/seg_maps/seg_map_20190501_L30_T42RYN_2019091T053807_5_12.tif
hls_train/hls_train/chips/chip_20201001_S30_T42RYS_2020246T054639_2_12.tif,hls_train/hls_train/seg_maps/seg_map_20201001_S30_T42RYS_2020246T054639_2_12.tif
hls_train/hls_train/chips/chip_20180901_S30_T38PMS_2018213T071729_10_6.tif,hls_train/hls_train/seg_maps/seg_map_20180901_S30_T38PMS_2018213T071729_10_6.tif
hls_train/hls_train/chips/chip_20200801_S30_T38PNR_2020183T071619_5_3.tif,hls_train/hls_train/seg_maps/seg_map_20200801_S30_T38PNR_2020183T071619_5_3.tif
hls_train/hls_train/chips/chip_20200901_S30_T37PFN_2020214T073621_2_4.tif,hls_train/hls_train/seg_maps/seg_map_20200901_S30_T37PFN_2020214T073621_2_4.tif
hls_train/hls_train/chips/chip_20190601_S30_T42QXM_2019121T054649_9_12.tif,hls_train/hls_train/seg_maps/seg_map_20190601_S30_T42QXM_2019121T054649_9_12.tif
hls_train/hls_train/chips/chip_20201101_S30_T42RWN_2020276T054649_12_1.tif,hls_train/hls_train/seg_maps/seg_map_20201101_S30_T42RWN_2020276T054649_12_1.tif
hls_train/hls_train/chips/chip_20191101_S30_T28QFG_2019275T112121_10_5.tif,hls_train/hls_train/seg_maps/seg_map_20191101_S30_T28QFG_2019275T112121_10_5.tif
hls_train/hls_train/chips/chip_20191201_S30_T38QKE_2019304T074009_0_6.tif,hls_train/hls_train/seg_maps/seg_map_20191201_S30_T38QKE_2019304T074009_0_6.tif
hls_train/hls_train/chips/chip_20190501_L30_T38QNH_2019091T071812_11_4.tif,hls_train/hls_train/seg_maps/seg_map_20190501_L30_T38QNH_2019091T071812_11_4.tif
hls_train/hls_train/chips/chip_20171001_S30_T36QYL_2017243T080559_7_4.tif,hls_train/hls_train/seg_maps/seg_map_20171001_S30_T36QYL_2017243T080559_7_4.tif
hls_train/hls_train/chips/chip_20200501_L30_T37NCD_2020090T074729_1_8.tif,hls_train/hls_train/seg_maps/seg_map_20200501_L30_T37NCD_2020090T074729_1_8.tif
hls_train/hls_train/chips/chip_20200601_S30_T34PDC_2020123T085549_8_6.tif,hls_train/hls_train/seg_maps/seg_map_20200601_S30_T34PDC_2020123T085549_8_6.tif
hls_train/hls_train/chips/chip_20171201_S30_T43REL_2017305T052939_3_10.tif,hls_train/hls_train/seg_maps/seg_map_20171201_S30_T43REL_2017305T052939_3_10.tif
hls_train/hls_train/chips/chip_20190301_S30_T37RCH_2019030T080159_5_8.tif,hls_train/hls_train/seg_maps/seg_map_20190301_S30_T37RCH_2019030T080159_5_8.tif
hls_train/hls_train/chips/chip_20190401_L30_T39RTL_2019059T071621_5_6.tif,hls_train/hls_train/seg_maps/seg_map_20190401_L30_T39RTL_2019059T071621_5_6.tif
hls_train/hls_train/chips/chip_20200101_S30_T37QBE_2019335T080301_4_5.tif,hls_train/hls_train/seg_maps/seg_map_20200101_S30_T37QBE_2019335T080301_4_5.tif
hls_train/hls_train/chips/chip_20190401_S30_T40RGR_2019061T063801_9_12.tif,hls_train/hls_train/seg_maps/seg_map_20190401_S30_T40RGR_2019061T063801_9_12.tif
hls_train/hls_train/chips/chip_20200601_L30_T36QTG_2020123T082606_0_4.tif,hls_train/hls_train/seg_maps/seg_map_20200601_L30_T36QTG_2020123T082606_0_4.tif
hls_train/hls_train/chips/chip_20200701_S30_T34QED_2020153T085559_6_9.tif,hls_train/hls_train/seg_maps/seg_map_20200701_S30_T34QED_2020153T085559_6_9.tif
hls_train/hls_train/chips/chip_20180501_S30_T40RDP_2018089T064621_4_2.tif,hls_train/hls_train/seg_maps/seg_map_20180501_S30_T40RDP_2018089T064621_4_2.tif
hls_train/hls_train/chips/chip_20180401_S30_T43RDL_2018063T053719_0_10.tif,hls_train/hls_train/seg_maps/seg_map_20180401_S30_T43RDL_2018063T053719_0_10.tif
hls_train/hls_train/chips/chip_20200601_S30_T43RBL_2020123T053639_7_12.tif,hls_train/hls_train/seg_maps/seg_map_20200601_S30_T43RBL_2020123T053639_7_12.tif
hls_train/hls_train/chips/chip_20170801_S30_T38PMV_2017183T071731_11_8.tif,hls_train/hls_train/seg_maps/seg_map_20170801_S30_T38PMV_2017183T071731_11_8.tif
hls_train/hls_train/chips/chip_20200601_S30_T43RCL_2020123T053639_3_5.tif,hls_train/hls_train/seg_maps/seg_map_20200601_S30_T43RCL_2020123T053639_3_5.tif
hls_train/hls_train/chips/chip_20190901_S30_T37PFN_2019214T073619_5_2.tif,hls_train/hls_train/seg_maps/seg_map_20190901_S30_T37PFN_2019214T073619_5_2.tif
hls_train/hls_train/chips/chip_20160101_L30_T36QYK_2015337T080116_12_1.tif,hls_train/hls_train/seg_maps/seg_map_20160101_L30_T36QYK_2015337T080116_12_1.tif
hls_train/hls_train/chips/chip_20200701_S30_T42RXS_2020154T055641_6_12.tif,hls_train/hls_train/seg_maps/seg_map_20200701_S30_T42RXS_2020154T055641_6_12.tif
hls_train/hls_train/chips/chip_20180301_S30_T37QCA_2018030T080151_4_5.tif,hls_train/hls_train/seg_maps/seg_map_20180301_S30_T37QCA_2018030T080151_4_5.tif
hls_train/hls_train/chips/chip_20181101_S30_T37QGB_2018274T073721_1_5.tif,hls_train/hls_train/seg_maps/seg_map_20181101_S30_T37QGB_2018274T073721_1_5.tif
hls_train/hls_train/chips/chip_20160501_L30_T28QGF_2016093T111333_6_8.tif,hls_train/hls_train/seg_maps/seg_map_20160501_L30_T28QGF_2016093T111333_6_8.tif
hls_train/hls_train/chips/chip_20200501_S30_T40REP_2020091T063629_8_5.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T40REP_2020091T063629_8_5.tif
hls_train/hls_train/chips/chip_20200601_S30_T34QED_2020123T085549_5_0.tif,hls_train/hls_train/seg_maps/seg_map_20200601_S30_T34QED_2020123T085549_5_0.tif
hls_train/hls_train/chips/chip_20160301_S30_T38PMS_2016029T072302_9_6.tif,hls_train/hls_train/seg_maps/seg_map_20160301_S30_T38PMS_2016029T072302_9_6.tif
hls_train/hls_train/chips/chip_20200701_S30_T40RBR_2020152T065631_8_9.tif,hls_train/hls_train/seg_maps/seg_map_20200701_S30_T40RBR_2020152T065631_8_9.tif
hls_train/hls_train/chips/chip_20171201_S30_T36QYM_2017303T081039_6_9.tif,hls_train/hls_train/seg_maps/seg_map_20171201_S30_T36QYM_2017303T081039_6_9.tif
hls_train/hls_train/chips/chip_20200701_S30_T40QGK_2020153T062631_6_1.tif,hls_train/hls_train/seg_maps/seg_map_20200701_S30_T40QGK_2020153T062631_6_1.tif
hls_train/hls_train/chips/chip_20200601_L30_T38QKF_2020124T073052_7_4.tif,hls_train/hls_train/seg_maps/seg_map_20200601_L30_T38QKF_2020124T073052_7_4.tif
hls_train/hls_train/chips/chip_20170301_S30_T37QED_2017032T075131_12_9.tif,hls_train/hls_train/seg_maps/seg_map_20170301_S30_T37QED_2017032T075131_12_9.tif
hls_train/hls_train/chips/chip_20190201_L30_T38QMH_2019002T072443_9_5.tif,hls_train/hls_train/seg_maps/seg_map_20190201_L30_T38QMH_2019002T072443_9_5.tif
hls_train/hls_train/chips/chip_20201001_S30_T39RXL_2020245T070631_0_0.tif,hls_train/hls_train/seg_maps/seg_map_20201001_S30_T39RXL_2020245T070631_0_0.tif
hls_train/hls_train/chips/chip_20180501_S30_T42RXQ_2018091T054641_11_3.tif,hls_train/hls_train/seg_maps/seg_map_20180501_S30_T42RXQ_2018091T054641_11_3.tif
hls_train/hls_train/chips/chip_20160601_L30_T43RDK_2016124T053114_1_8.tif,hls_train/hls_train/seg_maps/seg_map_20160601_L30_T43RDK_2016124T053114_1_8.tif
hls_train/hls_train/chips/chip_20190701_S30_T42RXP_2019151T054649_12_11.tif,hls_train/hls_train/seg_maps/seg_map_20190701_S30_T42RXP_2019151T054649_12_11.tif
hls_train/hls_train/chips/chip_20200301_L30_T41RMH_2020031T062132_4_3.tif,hls_train/hls_train/seg_maps/seg_map_20200301_L30_T41RMH_2020031T062132_4_3.tif
hls_train/hls_train/chips/chip_20160801_L30_T40REP_2016185T063951_8_5.tif,hls_train/hls_train/seg_maps/seg_map_20160801_L30_T40REP_2016185T063951_8_5.tif
hls_train/hls_train/chips/chip_20200501_S30_T43RCQ_2020091T054631_5_12.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T43RCQ_2020091T054631_5_12.tif
hls_train/hls_train/chips/chip_20191001_S30_T43RBL_2019243T053641_8_7.tif,hls_train/hls_train/seg_maps/seg_map_20191001_S30_T43RBL_2019243T053641_8_7.tif
hls_train/hls_train/chips/chip_20181001_S30_T28QDD_2018243T113321_6_1.tif,hls_train/hls_train/seg_maps/seg_map_20181001_S30_T28QDD_2018243T113321_6_1.tif
hls_train/hls_train/chips/chip_20181201_S30_T37QGA_2018304T074041_6_2.tif,hls_train/hls_train/seg_maps/seg_map_20181201_S30_T37QGA_2018304T074041_6_2.tif
hls_train/hls_train/chips/chip_20190801_L30_T31QBB_2019182T101747_6_9.tif,hls_train/hls_train/seg_maps/seg_map_20190801_L30_T31QBB_2019182T101747_6_9.tif
hls_train/hls_train/chips/chip_20160301_L30_T28QDK_2016034T113117_4_9.tif,hls_train/hls_train/seg_maps/seg_map_20160301_L30_T28QDK_2016034T113117_4_9.tif
hls_train/hls_train/chips/chip_20170301_S30_T37QGB_2017029T075211_1_6.tif,hls_train/hls_train/seg_maps/seg_map_20170301_S30_T37QGB_2017029T075211_1_6.tif
hls_train/hls_train/chips/chip_20201101_L30_T33PWR_2020275T091759_3_5.tif,hls_train/hls_train/seg_maps/seg_map_20201101_L30_T33PWR_2020275T091759_3_5.tif
hls_train/hls_train/chips/chip_20200701_L30_T39RYL_2020153T065738_4_10.tif,hls_train/hls_train/seg_maps/seg_map_20200701_L30_T39RYL_2020153T065738_4_10.tif
hls_train/hls_train/chips/chip_20201001_S30_T40RDR_2020244T064629_0_2.tif,hls_train/hls_train/seg_maps/seg_map_20201001_S30_T40RDR_2020244T064629_0_2.tif
hls_train/hls_train/chips/chip_20190101_L30_T43RBL_2018335T054329_5_4.tif,hls_train/hls_train/seg_maps/seg_map_20190101_L30_T43RBL_2018335T054329_5_4.tif
hls_train/hls_train/chips/chip_20180701_L30_T42RVQ_2018150T054857_9_3.tif,hls_train/hls_train/seg_maps/seg_map_20180701_L30_T42RVQ_2018150T054857_9_3.tif
hls_train/hls_train/chips/chip_20190801_S30_T42RXQ_2019184T055649_3_12.tif,hls_train/hls_train/seg_maps/seg_map_20190801_S30_T42RXQ_2019184T055649_3_12.tif
hls_train/hls_train/chips/chip_20200601_S30_T36QYL_2020123T080611_5_10.tif,hls_train/hls_train/seg_maps/seg_map_20200601_S30_T36QYL_2020123T080611_5_10.tif
hls_train/hls_train/chips/chip_20200501_S30_T40REP_2020091T063629_11_7.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T40REP_2020091T063629_11_7.tif
hls_train/hls_train/chips/chip_20160601_L30_T30RYR_2016124T102753_9_6.tif,hls_train/hls_train/seg_maps/seg_map_20160601_L30_T30RYR_2016124T102753_9_6.tif
hls_train/hls_train/chips/chip_20201101_S30_T37QCB_2020275T075739_2_8.tif,hls_train/hls_train/seg_maps/seg_map_20201101_S30_T37QCB_2020275T075739_2_8.tif
hls_train/hls_train/chips/chip_20200501_S30_T38NPN_2020090T070619_9_11.tif,hls_train/hls_train/seg_maps/seg_map_20200501_S30_T38NPN_2020090T070619_9_11.tif
hls_train/hls_train/chips/chip_20190501_S30_T41RKL_2019091T063631_5_10.tif,hls_train/hls_train/seg_maps/seg_map_20190501_S30_T41RKL_2019091T063631_5_10.tif
hls_train/hls_train/chips/chip_20200801_S30_T43RDM_2020183T053649_7_7.tif,hls_train/hls_train/seg_maps/seg_map_20200801_S30_T43RDM_2020183T053649_7_7.tif
hls_train/hls_train/chips/chip_20171201_S30_T38QKD_2017306T074241_4_0.tif,hls_train/hls_train/seg_maps/seg_map_20171201_S30_T38QKD_2017306T074241_4_0.tif
hls_train/hls_train/chips/chip_20190401_S30_T40RFR_2019061T063801_0_8.tif,hls_train/hls_train/seg_maps/seg_map_20190401_S30_T40RFR_2019061T063801_0_8.tif
